# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-11 14:46:06 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12436000 FRANKLIN ROOSEVELT LAKE AT GRAND COULEE DAM, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12436000
#            TS   parameter     statistic     Description
#        149680       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	149680_62614_32400	149680_62614_32400_cd
USGS	12436000	2009-11-13	1285.70	A
USGS	12436000	2009-11-14	1285.68	A
USGS	12436000	2009-11-15	1285.99	A
USGS	12436000	2009-11-16	1285.59	A
USGS	12436000	2009-11-17	1284.77	A
USGS	12436000	2009-11-18	1284.05	A
USGS	12436000	2009-11-19	1283.82	A
USGS	12436000	2009-11-20	1283.37	A
USGS	12436000	2009-11-21	1283.77	A
USGS	12436000	2009-11-22	1284.33	A
USGS	12436000	2009-11-23	1284.55	A
USGS	12436000	2009-11-24	1284.01	A
USGS	12436000	2009-11-25	1283.52	A
USGS	12436000	2009-11-26	1283.97	A
USGS	12436000	2009-11-27	1283.64	A
USGS	12436000	2009-11-28	1283.58	A
USGS	12436000	2009-11-29	1284.02	A
USGS	12436000	2009-11-30	1283.57	A
USGS	12436000	2009-12-01	1283.35	A
USGS	12436000	2009-12-02	1282.81	A
USGS	12436000	2009-12-03	1282.10	A
USGS	12436000	2009-12-04	1281.93	A
USGS	12436000	2009-12-05	1281.96	A
USGS	12436000	2009-12-06	1282.15	A
USGS	12436000	2009-12-07	1281.61	A
USGS	12436000	2009-12-08	1281.27	A
USGS	12436000	2009-12-09	1281.55	A
USGS	12436000	2009-12-10	1281.36	A
USGS	12436000	2009-12-11	1281.01	A
USGS	12436000	2009-12-12	1280.55	A
USGS	12436000	2009-12-13	1280.63	A
USGS	12436000	2009-12-14	1280.54	A
USGS	12436000	2009-12-15	1280.34	A
USGS	12436000	2009-12-16	1280.56	A
USGS	12436000	2009-12-17	1280.90	A
USGS	12436000	2009-12-18	1281.56	A
USGS	12436000	2009-12-19	1282.07	A
USGS	12436000	2009-12-20	1282.92	A
USGS	12436000	2009-12-21	1283.66	A
USGS	12436000	2009-12-22	1284.20	A
USGS	12436000	2009-12-23	1284.39	A
USGS	12436000	2009-12-24	1284.78	A
USGS	12436000	2009-12-25	1284.92	A
USGS	12436000	2009-12-26	1284.99	A
USGS	12436000	2009-12-27	1284.69	A
USGS	12436000	2009-12-28	1284.34	A
USGS	12436000	2009-12-29	1283.76	A
USGS	12436000	2009-12-30	1283.67	A
USGS	12436000	2009-12-31	1283.32	A
USGS	12436000	2010-01-01	1284.08	A
USGS	12436000	2010-01-02	1284.62	A
USGS	12436000	2010-01-03	1285.06	A
USGS	12436000	2010-01-04	1284.67	A
USGS	12436000	2010-01-05	1284.77	A
USGS	12436000	2010-01-06	1285.07	A
USGS	12436000	2010-01-07	1285.02	A
USGS	12436000	2010-01-08	1284.90	A
USGS	12436000	2010-01-09	1285.16	A
USGS	12436000	2010-01-10	1285.40	A
USGS	12436000	2010-01-11	1285.17	A
USGS	12436000	2010-01-12	1285.18	A
USGS	12436000	2010-01-13	1285.35	A
USGS	12436000	2010-01-14	1285.62	A
USGS	12436000	2010-01-15	1285.59	A
USGS	12436000	2010-01-16	1285.98	A
USGS	12436000	2010-01-17	1286.43	A
USGS	12436000	2010-01-18	1287.13	A
USGS	12436000	2010-01-19	1287.22	A
USGS	12436000	2010-01-20	1286.87	A
USGS	12436000	2010-01-21	1286.80	A
USGS	12436000	2010-01-22	1286.65	A
USGS	12436000	2010-01-23	1287.25	A
USGS	12436000	2010-01-24	1287.35	A
USGS	12436000	2010-01-25	1286.96	A
USGS	12436000	2010-01-26	1286.41	A
USGS	12436000	2010-01-27	1285.79	A
USGS	12436000	2010-01-28	1285.72	A
USGS	12436000	2010-01-29	1285.34	A
USGS	12436000	2010-01-30	1285.50	A
USGS	12436000	2010-01-31	1285.90	A
USGS	12436000	2010-02-01	1285.41	A
USGS	12436000	2010-02-02	1285.32	A
USGS	12436000	2010-02-03	1285.04	A
USGS	12436000	2010-02-04	1285.06	A
USGS	12436000	2010-02-05	1285.03	A
USGS	12436000	2010-02-06	1285.35	A
USGS	12436000	2010-02-07	1285.86	A
USGS	12436000	2010-02-08	1285.40	A
USGS	12436000	2010-02-09	1284.80	A
USGS	12436000	2010-02-10	1284.11	A
USGS	12436000	2010-02-11	1284.13	A
USGS	12436000	2010-02-12	1283.61	A
USGS	12436000	2010-02-13	1283.89	A
USGS	12436000	2010-02-14	1283.96	A
USGS	12436000	2010-02-15	1283.79	A
USGS	12436000	2010-02-16	1283.32	A
USGS	12436000	2010-02-17	1282.61	A
USGS	12436000	2010-02-18	1282.07	A
USGS	12436000	2010-02-19	1281.65	A
USGS	12436000	2010-02-20	1281.71	A
USGS	12436000	2010-02-21	1281.46	A
USGS	12436000	2010-02-22	1280.80	A
USGS	12436000	2010-02-23	1280.16	A
USGS	12436000	2010-02-24	1280.05	A
USGS	12436000	2010-02-25	1279.88	A
USGS	12436000	2010-02-26	1279.80	A
USGS	12436000	2010-02-27	1279.77	A
USGS	12436000	2010-02-28	1279.92	A
USGS	12436000	2010-03-01	1279.34	A
USGS	12436000	2010-03-02	1279.15	A
USGS	12436000	2010-03-03	1278.51	A
USGS	12436000	2010-03-04	1278.27	A
USGS	12436000	2010-03-05	1278.16	A
USGS	12436000	2010-03-06	1278.36	A
USGS	12436000	2010-03-07	1278.74	A
USGS	12436000	2010-03-08	1278.49	A
USGS	12436000	2010-03-09	1277.76	A
USGS	12436000	2010-03-10	1277.08	A
USGS	12436000	2010-03-11	1276.55	A
USGS	12436000	2010-03-12	1276.28	A
USGS	12436000	2010-03-13	1276.33	A
USGS	12436000	2010-03-14	1276.44	A
USGS	12436000	2010-03-15	1276.44	A
USGS	12436000	2010-03-16	1276.16	A
USGS	12436000	2010-03-17	1276.30	A
USGS	12436000	2010-03-18	1276.02	A
USGS	12436000	2010-03-19	1276.11	A
USGS	12436000	2010-03-20	1276.32	A
USGS	12436000	2010-03-21	1276.61	A
USGS	12436000	2010-03-22	1276.91	A
USGS	12436000	2010-03-23	1276.69	A
USGS	12436000	2010-03-24	1276.74	A
USGS	12436000	2010-03-25	1276.76	A
USGS	12436000	2010-03-26	1277.14	A
USGS	12436000	2010-03-27	1277.31	A
USGS	12436000	2010-03-28	1277.37	A
USGS	12436000	2010-03-29	1277.72	A
USGS	12436000	2010-03-30	1278.14	A
USGS	12436000	2010-03-31	1278.14	A
USGS	12436000	2010-04-01	1277.95	A
USGS	12436000	2010-04-02	1277.38	A
USGS	12436000	2010-04-03	1277.50	A
USGS	12436000	2010-04-04	1277.30	A
USGS	12436000	2010-04-05	1276.70	A
USGS	12436000	2010-04-06	1276.40	A
USGS	12436000	2010-04-07	1276.34	A
USGS	12436000	2010-04-08	1275.95	A
USGS	12436000	2010-04-09	1275.60	A
USGS	12436000	2010-04-10	1275.60	A
USGS	12436000	2010-04-11	1275.25	A
USGS	12436000	2010-04-12	1275.00	A
USGS	12436000	2010-04-13	1274.70	A
USGS	12436000	2010-04-14	1274.00	A
USGS	12436000	2010-04-15	1273.45	A
USGS	12436000	2010-04-16	1273.20	A
USGS	12436000	2010-04-17	1272.75	A
USGS	12436000	2010-04-18	1272.05	A
USGS	12436000	2010-04-19	1271.55	A
USGS	12436000	2010-04-20	1270.80	A
USGS	12436000	2010-04-21	1270.30	A
USGS	12436000	2010-04-22	1270.05	A
USGS	12436000	2010-04-23	1269.85	A
USGS	12436000	2010-04-24	1270.00	A
USGS	12436000	2010-04-25	1270.07	A
USGS	12436000	2010-04-26	1269.59	A
USGS	12436000	2010-04-27	1269.28	A
USGS	12436000	2010-04-28	1269.30	A
USGS	12436000	2010-04-29	1269.43	A
USGS	12436000	2010-04-30	1269.54	A
USGS	12436000	2010-05-01	1269.78	A
USGS	12436000	2010-05-02	1269.78	A
USGS	12436000	2010-05-03	1269.32	A
USGS	12436000	2010-05-04	1268.97	A
USGS	12436000	2010-05-05	1268.76	A
USGS	12436000	2010-05-06	1268.42	A
USGS	12436000	2010-05-07	1268.14	A
USGS	12436000	2010-05-08	1267.64	A
USGS	12436000	2010-05-09	1267.32	A
USGS	12436000	2010-05-10	1265.98	A
USGS	12436000	2010-05-11	1264.48	A
USGS	12436000	2010-05-12	1263.15	A
USGS	12436000	2010-05-13	1261.67	A
USGS	12436000	2010-05-14	1260.70	A
USGS	12436000	2010-05-15	1260.22	A
USGS	12436000	2010-05-16	1259.63	A
USGS	12436000	2010-05-17	1259.29	A
USGS	12436000	2010-05-18	1259.90	A
USGS	12436000	2010-05-19	1260.38	A
USGS	12436000	2010-05-20	1261.47	A
USGS	12436000	2010-05-21	1262.25	A
USGS	12436000	2010-05-22	1263.13	A
USGS	12436000	2010-05-23	1263.84	A
USGS	12436000	2010-05-24	1264.31	A
USGS	12436000	2010-05-25	1264.40	A
USGS	12436000	2010-05-26	1264.53	A
USGS	12436000	2010-05-27	1264.90	A
USGS	12436000	2010-05-28	1265.34	A
USGS	12436000	2010-05-29	1266.42	A
USGS	12436000	2010-05-30	1267.44	A
USGS	12436000	2010-05-31	1268.65	A
USGS	12436000	2010-06-01	1269.13	A
USGS	12436000	2010-06-02	1270.62	A
USGS	12436000	2010-06-03	1273.11	A
USGS	12436000	2010-06-04	1275.71	A
USGS	12436000	2010-06-05	1278.59	A
USGS	12436000	2010-06-06	1281.24	A
USGS	12436000	2010-06-07	1282.78	A
USGS	12436000	2010-06-08	1283.81	A
USGS	12436000	2010-06-09	1284.79	A
USGS	12436000	2010-06-10	1285.17	A
USGS	12436000	2010-06-11	1285.48	A
USGS	12436000	2010-06-12	1286.56	A
USGS	12436000	2010-06-13	1287.54	A
USGS	12436000	2010-06-14	1288.46	A
USGS	12436000	2010-06-15	1288.54	A
USGS	12436000	2010-06-16	1288.32	A
USGS	12436000	2010-06-17	1288.05	A
USGS	12436000	2010-06-18	1288.16	A
USGS	12436000	2010-06-19	1288.70	A
USGS	12436000	2010-06-20	1289.67	A
USGS	12436000	2010-06-21	1289.52	A
USGS	12436000	2010-06-22	1289.55	A
USGS	12436000	2010-06-23	1289.41	A
USGS	12436000	2010-06-24	1289.31	A
USGS	12436000	2010-06-25	1289.06	A
USGS	12436000	2010-06-26	1288.82	A
USGS	12436000	2010-06-27	1288.43	A
USGS	12436000	2010-06-28	1287.89	A
USGS	12436000	2010-06-29	1287.09	A
USGS	12436000	2010-06-30	1286.66	A
USGS	12436000	2010-07-01	1286.42	A
USGS	12436000	2010-07-02	1285.97	A
USGS	12436000	2010-07-03	1286.45	A
USGS	12436000	2010-07-04	1286.95	A
USGS	12436000	2010-07-05	1287.11	A
USGS	12436000	2010-07-06	1287.83	A
USGS	12436000	2010-07-07	1288.45	A
USGS	12436000	2010-07-08	1288.29	A
USGS	12436000	2010-07-09	1288.34	A
USGS	12436000	2010-07-10	1288.66	A
USGS	12436000	2010-07-11	1289.05	A
USGS	12436000	2010-07-12	1289.35	A
USGS	12436000	2010-07-13	1289.28	A
USGS	12436000	2010-07-14	1288.76	A
USGS	12436000	2010-07-15	1288.46	A
USGS	12436000	2010-07-16	1288.55	A
USGS	12436000	2010-07-17	1288.77	A
USGS	12436000	2010-07-18	1289.42	A
USGS	12436000	2010-07-19	1289.42	A
USGS	12436000	2010-07-20	1289.26	A
USGS	12436000	2010-07-21	1288.93	A
USGS	12436000	2010-07-22	1288.51	A
USGS	12436000	2010-07-23	1288.31	A
USGS	12436000	2010-07-24	1288.44	A
USGS	12436000	2010-07-25	1288.30	A
USGS	12436000	2010-07-26	1287.80	A
USGS	12436000	2010-07-27	1287.37	A
USGS	12436000	2010-07-28	1287.33	A
USGS	12436000	2010-07-29	1286.95	A
USGS	12436000	2010-07-30	1286.53	A
USGS	12436000	2010-07-31	1286.84	A
USGS	12436000	2010-08-01	1287.17	A
USGS	12436000	2010-08-02	1287.05	A
USGS	12436000	2010-08-03	1286.61	A
USGS	12436000	2010-08-04	1286.33	A
USGS	12436000	2010-08-05	1285.84	A
USGS	12436000	2010-08-06	1285.33	A
USGS	12436000	2010-08-07	1285.75	A
USGS	12436000	2010-08-08	1285.79	A
USGS	12436000	2010-08-09	1285.56	A
USGS	12436000	2010-08-10	1284.82	A
USGS	12436000	2010-08-11	1284.41	A
USGS	12436000	2010-08-12	1284.06	A
USGS	12436000	2010-08-13	1283.93	A
USGS	12436000	2010-08-14	1283.57	A
USGS	12436000	2010-08-15	1283.61	A
USGS	12436000	2010-08-16	1283.18	A
USGS	12436000	2010-08-17	1282.36	A
USGS	12436000	2010-08-18	1282.06	A
USGS	12436000	2010-08-19	1281.56	A
USGS	12436000	2010-08-20	1281.08	A
USGS	12436000	2010-08-21	1281.34	A
USGS	12436000	2010-08-22	1281.27	A
USGS	12436000	2010-08-23	1280.52	A
USGS	12436000	2010-08-24	1279.86	A
USGS	12436000	2010-08-25	1279.12	A
USGS	12436000	2010-08-26	1278.68	A
USGS	12436000	2010-08-27	1278.51	A
USGS	12436000	2010-08-28	1278.06	A
USGS	12436000	2010-08-29	1278.30	A
USGS	12436000	2010-08-30	1277.55	A
USGS	12436000	2010-08-31	1277.09	A
USGS	12436000	2010-09-01	1277.14	A
USGS	12436000	2010-09-02	1277.28	A
USGS	12436000	2010-09-03	1277.14	A
USGS	12436000	2010-09-04	1277.24	A
USGS	12436000	2010-09-05	1277.46	A
USGS	12436000	2010-09-06	1277.51	A
USGS	12436000	2010-09-07	1277.64	A
USGS	12436000	2010-09-08	1278.17	A
USGS	12436000	2010-09-09	1278.59	A
USGS	12436000	2010-09-10	1279.16	A
USGS	12436000	2010-09-11	1279.45	A
USGS	12436000	2010-09-12	1279.40	A
USGS	12436000	2010-09-13	1279.17	A
USGS	12436000	2010-09-14	1279.77	A
USGS	12436000	2010-09-15	1280.42	A
USGS	12436000	2010-09-16	1280.63	A
USGS	12436000	2010-09-17	1280.87	A
USGS	12436000	2010-09-18	1281.33	A
USGS	12436000	2010-09-19	1281.97	A
USGS	12436000	2010-09-20	1282.44	A
USGS	12436000	2010-09-21	1282.81	A
USGS	12436000	2010-09-22	1283.33	A
USGS	12436000	2010-09-23	1283.76	A
USGS	12436000	2010-09-24	1284.26	A
USGS	12436000	2010-09-25	1284.72	A
USGS	12436000	2010-09-26	1285.20	A
USGS	12436000	2010-09-27	1285.23	A
USGS	12436000	2010-09-28	1285.72	A
USGS	12436000	2010-09-29	1286.12	A
USGS	12436000	2010-09-30	1286.40	A
USGS	12436000	2010-10-01	1286.49	A
USGS	12436000	2010-10-02	1286.82	A
USGS	12436000	2010-10-03	1287.24	A
USGS	12436000	2010-10-04	1287.72	A
USGS	12436000	2010-10-05	1287.78	A
USGS	12436000	2010-10-06	1287.67	A
USGS	12436000	2010-10-07	1287.95	A
USGS	12436000	2010-10-08	1287.70	A
USGS	12436000	2010-10-09	1287.83	A
USGS	12436000	2010-10-10	1288.02	A
USGS	12436000	2010-10-11	1287.64	A
USGS	12436000	2010-10-12	1287.69	A
USGS	12436000	2010-10-13	1287.76	A
USGS	12436000	2010-10-14	1287.84	A
USGS	12436000	2010-10-15	1287.83	A
USGS	12436000	2010-10-16	1287.74	A
USGS	12436000	2010-10-17	1287.81	A
USGS	12436000	2010-10-18	1287.75	A
USGS	12436000	2010-10-19	1287.84	A
USGS	12436000	2010-10-20	1288.09	A
USGS	12436000	2010-10-21	1288.35	A
USGS	12436000	2010-10-22	1288.53	A
USGS	12436000	2010-10-23	1288.63	A
USGS	12436000	2010-10-24	1288.83	A
USGS	12436000	2010-10-25	1288.81	A
USGS	12436000	2010-10-26	1288.56	A
USGS	12436000	2010-10-27	1288.70	A
USGS	12436000	2010-10-28	1288.77	A
USGS	12436000	2010-10-29	1288.60	A
USGS	12436000	2010-10-30	1288.79	A
USGS	12436000	2010-10-31	1289.30	A
USGS	12436000	2010-11-01	1288.82	A
USGS	12436000	2010-11-02	1288.45	A
USGS	12436000	2010-11-03	1287.93	A
USGS	12436000	2010-11-04	1287.44	A
USGS	12436000	2010-11-05	1286.77	A
USGS	12436000	2010-11-06	1286.63	A
USGS	12436000	2010-11-07	1287.12	A
USGS	12436000	2010-11-08	1286.91	A
USGS	12436000	2010-11-09	1286.61	A
USGS	12436000	2010-11-10	1286.29	A
USGS	12436000	2010-11-11	1286.05	A
USGS	12436000	2010-11-12	1286.13	A
USGS	12436000	2010-11-13	1286.30	A
USGS	12436000	2010-11-14	1286.91	A
USGS	12436000	2010-11-15	1286.66	A
USGS	12436000	2010-11-16	1286.16	A
USGS	12436000	2010-11-17	1285.56	A
USGS	12436000	2010-11-18	1284.99	A
USGS	12436000	2010-11-19	1284.43	A
USGS	12436000	2010-11-20	1284.32	A
USGS	12436000	2010-11-21	1284.00	A
USGS	12436000	2010-11-22	1283.69	A
USGS	12436000	2010-11-23	1282.56	A
USGS	12436000	2010-11-24	1281.78	A
USGS	12436000	2010-11-25	1281.05	A
USGS	12436000	2010-11-26	1280.73	A
USGS	12436000	2010-11-27	1280.26	A
USGS	12436000	2010-11-28	1280.22	A
USGS	12436000	2010-11-29	1279.69	A
USGS	12436000	2010-11-30	1279.15	A
USGS	12436000	2010-12-01	1278.94	A
USGS	12436000	2010-12-02	1278.85	A
USGS	12436000	2010-12-03	1278.57	A
USGS	12436000	2010-12-04	1278.13	A
USGS	12436000	2010-12-05	1278.27	A
USGS	12436000	2010-12-06	1278.26	A
USGS	12436000	2010-12-07	1278.19	A
USGS	12436000	2010-12-08	1278.13	A
USGS	12436000	2010-12-09	1278.10	A
USGS	12436000	2010-12-10	1278.72	A
USGS	12436000	2010-12-11	1279.54	A
USGS	12436000	2010-12-12	1280.41	A
USGS	12436000	2010-12-13	1281.54	A
USGS	12436000	2010-12-14	1282.61	A
USGS	12436000	2010-12-15	1283.69	A
USGS	12436000	2010-12-16	1283.99	A
USGS	12436000	2010-12-17	1283.76	A
USGS	12436000	2010-12-18	1283.90	A
USGS	12436000	2010-12-19	1284.16	A
USGS	12436000	2010-12-20	1284.24	A
USGS	12436000	2010-12-21	1284.47	A
USGS	12436000	2010-12-22	1284.49	A
USGS	12436000	2010-12-23	1284.56	A
USGS	12436000	2010-12-24	1284.87	A
USGS	12436000	2010-12-25	1285.38	A
USGS	12436000	2010-12-26	1286.12	A
USGS	12436000	2010-12-27	1285.78	A
USGS	12436000	2010-12-28	1285.66	A
USGS	12436000	2010-12-29	1285.71	A
USGS	12436000	2010-12-30	1285.30	A
USGS	12436000	2010-12-31	1284.47	A
USGS	12436000	2011-01-01	1284.66	A
USGS	12436000	2011-01-02	1284.34	A
USGS	12436000	2011-01-03	1283.74	A
USGS	12436000	2011-01-04	1282.87	A
USGS	12436000	2011-01-05	1282.22	A
USGS	12436000	2011-01-06	1281.64	A
USGS	12436000	2011-01-07	1281.33	A
USGS	12436000	2011-01-08	1282.05	A
USGS	12436000	2011-01-09	1282.21	A
USGS	12436000	2011-01-10	1281.76	A
USGS	12436000	2011-01-11	1280.85	A
USGS	12436000	2011-01-12	1280.43	A
USGS	12436000	2011-01-13	1280.38	A
USGS	12436000	2011-01-14	1281.28	A
USGS	12436000	2011-01-15	1282.16	A
USGS	12436000	2011-01-16	1283.74	A
USGS	12436000	2011-01-17	1285.30	A
USGS	12436000	2011-01-18	1285.79	A
USGS	12436000	2011-01-19	1286.43	A
USGS	12436000	2011-01-20	1286.71	A
USGS	12436000	2011-01-21	1287.06	A
USGS	12436000	2011-01-22	1287.52	A
USGS	12436000	2011-01-23	1287.70	A
USGS	12436000	2011-01-24	1287.32	A
USGS	12436000	2011-01-25	1286.95	A
USGS	12436000	2011-01-26	1286.17	A
USGS	12436000	2011-01-27	1285.35	A
USGS	12436000	2011-01-28	1284.63	A
USGS	12436000	2011-01-29	1283.84	A
USGS	12436000	2011-01-30	1282.99	A
USGS	12436000	2011-01-31	1282.10	A
USGS	12436000	2011-02-01	1281.10	A
USGS	12436000	2011-02-02	1279.94	A
USGS	12436000	2011-02-03	1279.25	A
USGS	12436000	2011-02-04	1279.62	A
USGS	12436000	2011-02-05	1279.71	A
USGS	12436000	2011-02-06	1279.92	A
USGS	12436000	2011-02-07	1279.88	A
USGS	12436000	2011-02-08	1278.96	A
USGS	12436000	2011-02-09	1277.65	A
USGS	12436000	2011-02-10	1276.48	A
USGS	12436000	2011-02-11	1275.45	A
USGS	12436000	2011-02-12	1274.32	A
USGS	12436000	2011-02-13	1273.52	A
USGS	12436000	2011-02-14	1272.74	A
USGS	12436000	2011-02-15	1272.15	A
USGS	12436000	2011-02-16	1271.76	A
USGS	12436000	2011-02-17	1271.26	A
USGS	12436000	2011-02-18	1271.01	A
USGS	12436000	2011-02-19	1270.48	A
USGS	12436000	2011-02-20	1269.84	A
USGS	12436000	2011-02-21	1269.05	A
USGS	12436000	2011-02-22	1268.25	A
USGS	12436000	2011-02-23	1267.47	A
USGS	12436000	2011-02-24	1266.56	A
USGS	12436000	2011-02-25	1265.55	A
USGS	12436000	2011-02-26	1264.48	A
USGS	12436000	2011-02-27	1263.43	A
USGS	12436000	2011-02-28	1262.92	A
USGS	12436000	2011-03-01	1262.67	A
USGS	12436000	2011-03-02	1261.80	A
USGS	12436000	2011-03-03	1261.14	A
USGS	12436000	2011-03-04	1260.45	A
USGS	12436000	2011-03-05	1260.12	A
USGS	12436000	2011-03-06	1259.16	A
USGS	12436000	2011-03-07	1258.57	A
USGS	12436000	2011-03-08	1257.56	A
USGS	12436000	2011-03-09	1256.54	A
USGS	12436000	2011-03-10	1255.30	A
USGS	12436000	2011-03-11	1254.76	A
USGS	12436000	2011-03-12	1253.78	A
USGS	12436000	2011-03-13	1252.83	A
USGS	12436000	2011-03-14	1252.25	A
USGS	12436000	2011-03-15	1251.79	A
USGS	12436000	2011-03-16	1251.69	A
USGS	12436000	2011-03-17	1252.37	A
USGS	12436000	2011-03-18	1252.84	A
USGS	12436000	2011-03-19	1253.26	A
USGS	12436000	2011-03-20	1254.10	A
USGS	12436000	2011-03-21	1253.74	A
USGS	12436000	2011-03-22	1253.45	A
USGS	12436000	2011-03-23	1253.14	A
USGS	12436000	2011-03-24	1253.06	A
USGS	12436000	2011-03-25	1252.54	A
USGS	12436000	2011-03-26	1252.44	A
USGS	12436000	2011-03-27	1252.83	A
USGS	12436000	2011-03-28	1252.51	A
USGS	12436000	2011-03-29	1251.70	A
USGS	12436000	2011-03-30	1250.73	A
USGS	12436000	2011-03-31	1250.10	A
USGS	12436000	2011-04-01	1248.94	A
USGS	12436000	2011-04-02	1247.75	A
USGS	12436000	2011-04-03	1246.65	A
USGS	12436000	2011-04-04	1245.71	A
USGS	12436000	2011-04-05	1244.94	A
USGS	12436000	2011-04-06	1243.44	A
USGS	12436000	2011-04-07	1242.46	A
USGS	12436000	2011-04-08	1241.10	A
USGS	12436000	2011-04-09	1239.80	A
USGS	12436000	2011-04-10	1238.48	A
USGS	12436000	2011-04-11	1237.53	A
USGS	12436000	2011-04-12	1236.05	A
USGS	12436000	2011-04-13	1234.87	A
USGS	12436000	2011-04-14	1233.86	A
USGS	12436000	2011-04-15	1232.61	A
USGS	12436000	2011-04-16	1232.10	A
USGS	12436000	2011-04-17	1231.72	A
USGS	12436000	2011-04-18	1231.22	A
USGS	12436000	2011-04-19	1230.05	A
USGS	12436000	2011-04-20	1228.82	A
USGS	12436000	2011-04-21	1227.80	A
USGS	12436000	2011-04-22	1226.58	A
USGS	12436000	2011-04-23	1225.69	A
USGS	12436000	2011-04-24	1224.74	A
USGS	12436000	2011-04-25	1223.59	A
USGS	12436000	2011-04-26	1222.63	A
USGS	12436000	2011-04-27	1222.13	A
USGS	12436000	2011-04-28	1221.22	A
USGS	12436000	2011-04-29	1220.49	A
USGS	12436000	2011-04-30	1220.06	A
USGS	12436000	2011-05-01	1219.14	A
USGS	12436000	2011-05-02	1218.16	A
USGS	12436000	2011-05-03	1218.37	A
USGS	12436000	2011-05-04	1218.10	A
USGS	12436000	2011-05-05	1218.15	A
USGS	12436000	2011-05-06	1217.69	A
USGS	12436000	2011-05-07	1217.78	A
USGS	12436000	2011-05-08	1218.56	A
USGS	12436000	2011-05-09	1218.59	A
USGS	12436000	2011-05-10	1218.21	A
USGS	12436000	2011-05-11	1217.84	A
USGS	12436000	2011-05-12	1217.84	A
USGS	12436000	2011-05-13	1217.97	A
USGS	12436000	2011-05-14	1218.42	A
USGS	12436000	2011-05-15	1219.37	A
USGS	12436000	2011-05-16	1221.83	A
USGS	12436000	2011-05-17	1224.00	A
USGS	12436000	2011-05-18	1224.80	A
USGS	12436000	2011-05-19	1225.54	A
USGS	12436000	2011-05-20	1225.87	A
USGS	12436000	2011-05-21	1225.89	A
USGS	12436000	2011-05-22	1225.99	A
USGS	12436000	2011-05-23	1227.62	A
USGS	12436000	2011-05-24	1229.68	A
USGS	12436000	2011-05-25	1231.76	A
USGS	12436000	2011-05-26	1233.60	A
USGS	12436000	2011-05-27	1234.54	A
USGS	12436000	2011-05-28	1234.70	A
USGS	12436000	2011-05-29	1234.77	A
USGS	12436000	2011-05-30	1234.67	A
USGS	12436000	2011-05-31	1234.68	A
USGS	12436000	2011-06-01	1234.79	A
USGS	12436000	2011-06-02	1234.89	A
USGS	12436000	2011-06-03	1235.04	A
USGS	12436000	2011-06-04	1235.07	A
USGS	12436000	2011-06-05	1235.01	A
USGS	12436000	2011-06-06	1235.58	A
USGS	12436000	2011-06-07	1237.26	A
USGS	12436000	2011-06-08	1239.62	A
USGS	12436000	2011-06-09	1242.39	A
USGS	12436000	2011-06-10	1244.30	A
USGS	12436000	2011-06-11	1246.04	A
USGS	12436000	2011-06-12	1248.18	A
USGS	12436000	2011-06-13	1250.21	A
USGS	12436000	2011-06-14	1251.88	A
USGS	12436000	2011-06-15	1253.58	A
USGS	12436000	2011-06-16	1255.22	A
USGS	12436000	2011-06-17	1256.79	A
USGS	12436000	2011-06-18	1258.32	A
USGS	12436000	2011-06-19	1259.98	A
USGS	12436000	2011-06-20	1261.86	A
USGS	12436000	2011-06-21	1263.74	A
USGS	12436000	2011-06-22	1265.48	A
USGS	12436000	2011-06-23	1267.16	A
USGS	12436000	2011-06-24	1269.38	A
USGS	12436000	2011-06-25	1271.45	A
USGS	12436000	2011-06-26	1273.31	A
USGS	12436000	2011-06-27	1275.01	A
USGS	12436000	2011-06-28	1276.71	A
USGS	12436000	2011-06-29	1278.45	A
USGS	12436000	2011-06-30	1280.21	A
USGS	12436000	2011-07-01	1281.45	A
USGS	12436000	2011-07-02	1282.16	A
USGS	12436000	2011-07-03	1283.24	A
USGS	12436000	2011-07-04	1284.64	A
USGS	12436000	2011-07-05	1285.35	A
USGS	12436000	2011-07-06	1286.07	A
USGS	12436000	2011-07-07	1286.72	A
USGS	12436000	2011-07-08	1287.68	A
USGS	12436000	2011-07-09	1288.83	A
USGS	12436000	2011-07-10	1289.62	A
USGS	12436000	2011-07-11	1289.68	A
USGS	12436000	2011-07-12	1289.81	A
USGS	12436000	2011-07-13	1289.84	A
USGS	12436000	2011-07-14	1289.74	A
USGS	12436000	2011-07-15	1289.77	A
USGS	12436000	2011-07-16	1289.66	A
